trial,gauss_deviation,shadow_deviation
1065,-0.011388,-0.105020
1066,0.027859,-0.042775
1067,-0.007511,0.064481
1068,-0.009086,0.007619
1069,-0.091782,0.027537
1070,0.042838,0.041043
1071,0.077289,0.011270
1072,-0.182074,0.052707
1073,-0.079089,-0.193332
1074,-0.098768,0.134793
1075,0.039386,-0.012167
1076,-0.077445,0.047323
1077,0.135095,0.011270
1078,-0.082496,-0.134793
1079,-0.036226,0.099637
1080,-0.112216,0.148244
1081,0.103526,0.034708
1082,0.156633,0.027537
1083,0.074757,-0.077931
1084,-0.029692,0.046427
1085,-0.089985,-0.146512
1086,-0.097967,0.017606
1087,-0.038741,0.146512
1088,0.112958,-0.066213
1089,-0.041618,-0.158175
1090,-0.024804,-0.134793
1091,-0.075526,-0.169894
1092,-0.012889,0.047323
1093,-0.123836,0.062694
1094,0.020531,0.042775
1095,-0.116721,0.012167
1096,-0.039139,-0.105917
1097,0.003399,0.062694
1098,-0.080750,0.066213
1099,-0.107541,0.050975
1100,0.067690,0.082480
1101,-0.003262,-0.128458
1102,-0.042849,-0.198770
1103,-0.018308,0.058145
1104,-0.014483,-0.039256
1105,-0.000137,-0.062694
1106,0.079156,-0.005832
1107,0.007445,-0.156444
1108,0.011940,-0.099637
1109,0.002385,-0.093302
1110,-0.064165,0.023886
1111,-0.075890,0.111300
1112,-0.075013,0.082480
1113,-0.046137,-0.099582
1114,-0.007867,-0.005887
1115,0.026448,0.101369
1116,-0.124055,0.050975
1117,-0.042620,0.004100
1118,-0.053685,-0.005832
1119,-0.275149,0.205050
1120,-0.025338,-0.128458
1121,-0.051018,0.029269
1122,-0.008184,0.066213
1123,-0.039543,-0.179881
1124,0.177464,0.066213
1125,0.057230,0.226756
1126,0.124387,0.198770
1127,0.113455,0.005832
1128,0.151493,0.087918
1129,0.041958,0.105917
1130,0.070303,-0.027537
1131,0.094194,-0.152792
1132,-0.043431,-0.005832
1133,0.017850,0.215037
1134,0.163868,0.031056
1135,-0.052622,0.000448
1136,0.006409,-0.040988
1137,-0.092290,0.012167
1138,-0.073359,0.005832
1139,0.106152,0.086131
1140,-0.022880,-0.093302
1141,0.138532,0.052707
1142,-0.035544,0.041043
1143,0.036070,0.094198
1144,0.154098,0.241994
1145,0.053229,0.050975
1146,-0.132576,0.023886
1147,-0.167761,0.094198
1148,0.064415,0.129355
1149,0.051498,0.034708
1150,-0.042774,-0.111300
1151,-0.006445,-0.054494
1152,-0.025254,0.117636
1153,-0.249782,0.042775
1154,0.261692,-0.005832
1155,-0.020984,0.029269
1156,-0.025644,0.199667
1157,0.090155,0.062694
1158,-0.195120,0.017550
1159,0.184382,-0.046427
1160,-0.014242,0.070761
1161,0.067969,0.111356
1162,0.018424,-0.094198
1163,-0.082324,-0.019338
1164,0.080953,-0.179881
1165,-0.045103,0.005832
1166,0.052968,0.082480
1167,0.139385,-0.035605
1168,-0.062088,-0.141073
1169,-0.141075,-0.027537
1170,0.149778,-0.029325
1171,0.127370,-0.146512
1172,-0.037317,-0.012167
1173,0.040985,0.052707
1174,-0.028072,-0.105917
1175,0.180358,-0.017606
1176,0.063706,0.198770
1177,-0.067441,0.029269
1178,0.067270,-0.039256
1179,-0.075159,-0.148244
1180,-0.106029,-0.004100
1181,0.090244,0.064481
1182,-0.048884,0.029269
1183,0.165060,-0.015819
1184,0.167755,-0.035605
1185,-0.007033,0.148244
1186,0.073019,0.187052
1187,0.022072,0.175333
1188,0.020585,0.031056
1189,0.228119,-0.089650
1190,-0.036016,-0.039256
1191,-0.074352,-0.111356
1192,-0.059586,0.017550
1193,-0.064047,0.022989
1194,-0.036115,-0.005887
1195,-0.087050,0.027537
1196,-0.113026,0.223105
1197,-0.069448,-0.113088
1198,0.030086,-0.094198
1199,-0.157223,-0.076144
1200,-0.145897,-0.039256
1201,0.074939,0.004100
1202,-0.008900,0.101369
1203,-0.009058,-0.101369
1204,0.094971,0.064481
1205,0.010953,0.152792
1206,0.067700,-0.140177
1207,-0.049812,0.066213
1208,-0.013385,-0.164511
1209,0.047897,-0.031056
1210,0.032535,-0.097850
1211,0.209676,-0.158175
1212,-0.137309,0.047323
1213,-0.029770,0.005832
1214,0.021040,0.069864
1215,0.009319,0.159963
1216,-0.042911,-0.134738
1217,0.079016,-0.035605
1218,0.101312,0.164511
1219,0.047965,-0.109569
1220,-0.142919,-0.062694
1221,0.122371,-0.076144
1222,-0.072407,-0.086131
1223,-0.028424,0.041043
1224,-0.008238,0.029325
1225,-0.065319,-0.017550
1226,-0.046188,-0.039256
1227,-0.160300,0.069864
1228,-0.021627,0.089650
1229,0.057222,0.136525
1230,0.126569,0.183400
1231,0.003161,0.011270
1232,-0.184367,-0.089650
1233,-0.086776,-0.181668
1234,-0.136518,-0.015819
1235,-0.048265,0.047323
1236,0.011836,0.070761
1237,0.057521,-0.099637
1238,0.100420,0.169950
1239,-0.065456,0.027537
1240,-0.030375,0.027537
1241,0.020374,0.064481
1242,-0.010191,-0.258261
1243,-0.038490,-0.029325
1244,-0.177867,0.062694
1245,-0.221729,0.074412
1246,-0.234469,0.105020
1247,-0.081242,0.019338
1248,-0.088601,-0.074412
1249,0.003652,-0.023886
1250,-0.047053,-0.017606
1251,-0.032475,0.035605
1252,-0.129169,0.023886
1253,-0.068020,0.007619
1254,-0.102333,-0.074412
1255,-0.122377,-0.046427
1256,-0.007712,-0.099637
1257,-0.148088,0.101369
1258,-0.005669,0.230275
1259,-0.109234,-0.047323
1260,0.108767,-0.058145
1261,0.082428,0.062694
1262,-0.111581,-0.087918
1263,-0.100817,0.054494
1264,0.143694,-0.012167
1265,-0.054491,0.099582
1266,0.029760,-0.066213
1267,0.117073,0.089650
1268,0.082253,-0.087863
1269,-0.013181,-0.027537
1270,0.095658,0.064481
1271,-0.207987,-0.005887
1272,-0.084057,-0.027537
1273,-0.191269,0.230275
1274,-0.018254,-0.101369
1275,-0.121501,0.169894
1276,0.022904,0.050975
1277,0.063049,-0.077931
1278,0.114010,-0.086131
1279,0.070073,-0.146457
1280,0.054302,0.082480
1281,0.034167,0.054494
1282,-0.019521,0.169894
1283,-0.005661,-0.015819
1284,0.071037,-0.113088
1285,-0.043959,0.113088
1286,-0.213468,-0.070761
1287,-0.155347,-0.094198
1288,-0.019131,0.050975
1289,0.019014,0.099637
1290,-0.046652,-0.017550
1291,-0.050141,-0.059042
1292,-0.138627,0.015819
1293,-0.091069,0.031056
1294,-0.020065,-0.087863
1295,0.031928,0.022989
1296,0.032421,-0.074412
1297,0.031098,-0.077931
1298,-0.147974,0.146457
1299,0.008843,-0.093302
1300,-0.060018,-0.011270
1301,0.067880,0.163614
1302,-0.108425,0.228543
1303,0.124539,0.087863
1304,-0.048670,0.121287
1305,0.198453,-0.029325
1306,-0.069303,-0.158231
1307,0.115230,0.183400
1308,-0.092189,0.022989
1309,0.138497,-0.052762
1310,0.025865,0.141073
1311,0.003310,0.087863
1312,-0.177251,0.004100
1313,-0.049032,-0.062694
1314,-0.014821,0.064481
1315,0.048609,-0.164511
1316,0.027073,-0.069864
1317,0.124117,0.029269
1318,-0.217862,-0.089650
1319,0.068208,0.109569
1320,0.161054,0.015819
1321,0.098633,0.070761
1322,-0.079556,0.191600
1323,-0.096088,0.069864
1324,0.064073,-0.007619
1325,-0.039265,0.047323
1326,-0.038605,-0.121287
1327,-0.164559,0.069864
1328,-0.045302,-0.017606
1329,0.042236,0.074412
1330,0.145099,0.158175
1331,-0.074908,-0.005887
1332,-0.020135,0.019338
1333,0.163839,0.105917
1334,-0.004828,0.050975
1335,-0.023840,-0.046427
1336,-0.010776,-0.087863
1337,0.182943,-0.074412
1338,-0.071843,0.035605
1339,-0.021213,-0.099637
1340,0.170013,0.059042
1341,0.332180,0.101369
1342,-0.012495,0.064481
1343,0.015093,-0.094198
1344,0.085531,-0.228488
1345,-0.141507,0.077931
1346,0.010962,-0.005832
1347,-0.052170,-0.076200
1348,-0.017149,0.040988
1349,0.182077,-0.263644
1350,-0.164581,0.005832
1351,0.025722,-0.029269
1352,-0.122361,0.004100
1353,-0.105074,0.058145
1354,0.055229,-0.124806
1355,0.062057,-0.163614
1356,0.098982,0.116739
1357,0.009190,0.077931
1358,-0.040475,-0.140177
1359,0.169302,-0.066213
1360,-0.093740,0.004100
1361,0.158935,-0.081583
1362,-0.121890,0.017550
1363,0.041580,-0.039256
1364,-0.138999,0.052707
1365,0.191450,0.012167
1366,0.049782,-0.039256
1367,-0.097570,-0.005832
1368,-0.024505,0.181613
1369,-0.026222,0.105917
1370,0.025006,-0.086131
1371,0.058463,-0.070761
1372,-0.101768,-0.050975
1373,0.041891,0.062694
1374,0.028291,0.007619
1375,-0.215108,-0.199667
1376,0.070334,0.151895
1377,0.281810,0.005832
1378,-0.033574,-0.066213
1379,0.044214,0.223105
1380,-0.087440,-0.059042
1381,0.233525,0.163614
1382,-0.010689,0.059042
1383,0.030361,0.062694
1384,0.014330,-0.012167
1385,0.176277,-0.105020
1386,-0.087802,-0.064481
1387,-0.044064,-0.059042
1388,-0.015654,-0.089650
1389,0.026583,-0.031056
1390,0.005556,-0.015819
1391,0.149271,0.042775
1392,-0.000524,-0.151895
1393,-0.088916,-0.005832
1394,-0.162950,0.146457
1395,0.054859,0.015819
1396,0.116597,0.054494
1397,0.003902,0.258261
1398,0.068865,0.113088
1399,-0.008370,-0.005832
1400,-0.085295,-0.175333
1401,-0.108910,0.097850
1402,0.041563,-0.121287
1403,0.043156,-0.205050
1404,-0.050615,-0.081583
1405,0.093683,0.022989
1406,-0.004849,0.042775
1407,-0.053721,0.105020
1408,-0.158935,-0.059042
1409,0.030899,-0.215037
1410,0.139957,0.146457
1411,-0.068525,0.035605
1412,0.069360,-0.050975
1413,0.050922,0.062694
1414,0.079219,0.233927
1415,0.001493,-0.042775
1416,0.092567,-0.052707
1417,0.024909,0.040988
1418,-0.159162,-0.199667
1419,-0.140781,-0.148244
1420,0.024303,0.076200
1421,0.130557,0.233927
1422,0.013536,0.069864
1423,0.067167,-0.064425
1424,0.077724,0.241994
1425,-0.092323,0.004100
1426,0.017104,0.005887
1427,-0.014144,-0.023886
1428,0.006210,0.005887
1429,-0.145460,0.059042
1430,-0.073342,0.040988
1431,-0.016484,-0.123019
1432,0.018235,-0.210489
1433,-0.125393,-0.017606
1434,-0.047520,0.047323
1435,-0.071605,-0.093302
1436,-0.020563,-0.031056
1437,0.105853,-0.069864
1438,-0.088776,0.041043
1439,-0.167332,-0.046427
1440,0.059149,0.077931
1441,-0.007926,0.050975
1442,-0.155612,0.052762
1443,-0.040935,-0.169950
1444,-0.021934,-0.087918
1445,-0.134951,0.087863
1446,0.159592,0.035605
1447,0.205274,0.029269
1448,-0.039971,-0.034708
1449,0.031968,-0.263700
1450,0.032610,-0.193332
1451,-0.120084,-0.113088
1452,-0.023730,-0.069864
1453,0.000779,-0.040988
1454,0.115285,-0.052707
1455,-0.045998,-0.027537
1456,-0.092089,-0.054494
1457,0.100723,-0.074412
1458,0.123102,-0.089650
1459,-0.010317,-0.134738
1460,0.114317,0.034708
1461,0.067540,0.015819
1462,0.094812,-0.031056
1463,0.032962,0.017606
1464,-0.188346,-0.023886
1465,-0.180853,0.140177
1466,-0.018137,0.007619
1467,-0.082010,0.087918
1468,-0.047051,0.039256
1469,0.209167,-0.035605
1470,-0.081679,-0.076144
1471,-0.168234,0.097850
1472,-0.016439,-0.134738
1473,-0.222045,0.034708
1474,-0.118819,-0.077931
1475,0.018436,-0.029325
1476,-0.046439,0.035605
1477,-0.023805,-0.017550
1478,-0.146186,-0.011270
1479,0.207769,-0.081583
1480,0.000595,-0.031056
1481,-0.017889,0.128458
1482,0.112081,0.000448
1483,-0.023521,0.105020
1484,0.047934,-0.074412
1485,0.134240,-0.228543
1486,-0.094405,0.216769
1487,-0.039868,0.069864
1488,-0.049843,-0.007619
1489,0.087472,0.148244
1490,0.067541,0.041043
1491,0.160035,0.022989
1492,-0.051454,-0.133006
1493,-0.072213,-0.251981
1494,-0.092040,-0.046427
1495,-0.192257,0.097850
1496,0.061926,-0.099637
1497,-0.096378,0.133006
1498,-0.124435,-0.042775
1499,0.074445,0.019338
1500,-0.079444,0.058145
1501,-0.034632,-0.076200
1502,0.123751,-0.087918
1503,-0.092967,-0.087863
1504,0.028009,-0.027537
1505,-0.122068,0.029269
1506,0.059188,-0.141073
1507,0.002260,-0.059042
1508,-0.100159,-0.066213
1509,-0.077488,0.136525
1510,0.027118,-0.128458
1511,-0.074314,0.059042
1512,-0.025667,0.076200
1513,-0.040542,-0.042775
1514,0.014009,-0.052707
1515,-0.071459,0.097850
1516,-0.116242,0.109569
1517,-0.116211,0.059042
1518,-0.077599,0.099637
1519,-0.152347,-0.040988
1520,-0.068601,0.187948
1521,0.024788,-0.029325
1522,0.066142,0.005887
1523,-0.094433,-0.074412
1524,-0.067867,-0.099637
1525,0.029767,0.074412
1526,-0.155434,-0.039256
1527,0.074270,-0.111356
1528,0.030707,0.019338
1529,0.076678,0.159963
1530,-0.068583,-0.023886
1531,-0.013789,-0.027537
1532,-0.013497,0.050975
1533,-0.062860,-0.034708
1534,0.249840,-0.005887
1535,0.058420,-0.058145
1536,-0.072167,0.315958
1537,-0.016360,-0.011270
1538,-0.099977,-0.082480
1539,-0.205609,-0.133006
1540,0.038308,0.087918
1541,-0.043772,0.164511
1542,-0.112904,-0.058145
1543,-0.027260,-0.064481
1544,-0.030098,0.004100
1545,-0.046287,-0.144725
1546,-0.073555,0.074412
1547,-0.015080,0.054494
1548,-0.015662,0.040988
1549,0.092615,-0.101369
1550,0.113456,0.017550
1551,-0.140552,-0.004100
1552,0.085083,0.017550
1553,-0.038562,-0.128458
1554,0.028808,-0.029269
1555,-0.091586,-0.093302
1556,-0.215806,0.062694
1557,-0.046258,0.064481
1558,0.024831,-0.210489
1559,-0.030817,-0.007619
1560,0.017766,-0.136525
1561,0.022386,0.050975
1562,0.027397,-0.124806
1563,-0.123946,0.074412
1564,-0.082890,0.123019
1565,-0.089186,0.047323
1566,0.027631,0.123075
1567,-0.101389,0.011270
1568,0.113897,0.059042
1569,0.229406,0.059042
1570,0.033925,-0.059042
1571,0.102160,-0.156444
1572,0.052441,-0.029325
1573,0.020395,-0.022989
1574,0.093880,0.017550
1575,-0.106890,-0.029269
1576,-0.297446,-0.123075
1577,-0.139390,0.054494
1578,-0.061216,-0.027537
1579,-0.048041,0.074412
1580,-0.039922,-0.017550
1581,0.199380,0.022989
1582,0.094728,0.087918
1583,-0.059376,-0.012167
1584,0.012641,-0.087918
1585,-0.070949,-0.041043
1586,0.005282,0.199667
1587,0.059710,0.169894
1588,0.032888,0.087863
1589,0.179914,0.035605
1590,-0.030378,-0.099637
1591,0.026355,0.076144
1592,0.037414,0.042775
1593,-0.051028,-0.017550
1594,-0.069814,-0.156444
1595,0.023947,-0.050975
1596,0.041550,-0.040988
1597,0.041874,0.007619
1598,0.131582,-0.097850
1599,0.017047,-0.193387
1600,-0.086573,0.000448
1601,0.118918,-0.117636
1602,0.261492,0.054494
1603,-0.031315,0.017606
1604,-0.057511,-0.111300
1605,0.005834,0.017606
1606,-0.101447,0.064481
1607,0.040135,0.012167
1608,0.198264,-0.054494
1609,-0.033019,0.076144
1610,0.079651,0.023886
1611,-0.153711,-0.168162
1612,0.079410,0.019338
1613,-0.116420,-0.052762
1614,-0.025991,-0.017606
1615,0.018535,0.005887
1616,0.065404,0.041043
1617,-0.159951,-0.171681
1618,0.019052,-0.245645
1619,-0.007434,0.023886
1620,-0.047191,0.064425
1621,-0.073341,0.146457
1622,-0.032876,0.047323
1623,-0.027881,-0.134793
1624,0.148170,-0.017550
1625,0.034521,0.113088
1626,-0.138202,-0.087863
1627,-0.060133,0.169894
1628,0.122876,0.000448
1629,0.131597,-0.099637
1630,-0.062279,-0.050975
1631,0.248455,-0.134793
1632,0.043950,-0.034708
1633,-0.010333,0.011270
1634,0.060594,-0.035605
1635,-0.014587,-0.097850
1636,0.031335,0.121287
1637,-0.088969,0.113088
1638,0.035591,-0.046427
1639,-0.083393,-0.181613
1640,-0.163078,0.136525
1641,-0.107837,-0.086131
1642,0.060682,0.148244
1643,-0.047205,-0.089650
1644,-0.002259,0.099582
1645,0.157970,0.087863
1646,-0.083013,0.191600
1647,0.120659,0.076200
1648,-0.012859,-0.054494
1649,-0.100994,0.111356
1650,0.035828,-0.046427
1651,0.049514,-0.066213
1652,-0.153218,0.117636
1653,0.129524,-0.034708
1654,-0.156358,-0.156444
1655,-0.137475,-0.052707
1656,0.133084,0.240207
1657,-0.122603,-0.059042
1658,-0.012506,0.251981
1659,0.092848,-0.158231
1660,-0.009399,0.007619
1661,0.065514,0.019338
1662,0.020983,0.050975
1663,-0.095041,0.105917
1664,0.098433,0.019338
1665,0.046084,0.101369
1666,-0.066312,-0.005887
1667,0.076975,0.277150
1668,0.066064,-0.035605
1669,-0.109510,-0.029269
1670,0.147418,-0.086131
1671,-0.113548,-0.093302
1672,-0.011214,-0.029269
1673,0.087819,-0.004100
1674,-0.078098,0.050975
1675,-0.056115,0.027537
1676,-0.039100,-0.101369
1677,-0.036265,-0.187948
1678,0.142323,0.105917
1679,0.029404,0.011270
1680,-0.049321,0.017550
1681,-0.203103,0.203319
1682,0.098571,-0.007619
1683,-0.072562,-0.187948
1684,-0.034824,-0.011270
1685,0.032224,-0.076200
1686,0.110507,0.140177
1687,-0.025566,-0.086131
1688,0.071137,0.158231
1689,-0.008814,-0.105917
1690,0.239408,-0.246542
1691,-0.091011,0.113088
1692,0.099780,-0.171681
1693,0.046970,0.017606
1694,-0.105192,-0.029325
1695,0.242231,-0.046427
1696,0.049808,0.004100
1697,0.114459,0.022989
1698,0.174663,0.218556
1699,-0.237965,0.005832
1700,-0.195508,-0.151895
1701,0.206930,0.128458
1702,-0.060006,-0.022989
1703,0.050035,0.081583
1704,-0.087706,0.066213
1705,-0.077751,-0.123075
1706,0.161038,-0.277150
1707,0.081743,0.099582
1708,-0.035489,-0.054494
1709,0.075073,-0.082480
1710,0.107378,0.017550
1711,0.015423,-0.015819
1712,-0.036296,0.086131
1713,0.081376,0.000448
1714,0.023694,0.058145
1715,-0.089086,-0.070761
1716,0.053099,-0.176230
1717,-0.049605,0.238475
1718,0.024904,-0.027537
1719,0.081694,0.022989
1720,0.066169,0.099637
1721,0.023556,0.017606
1722,-0.116825,0.123075
1723,0.039624,0.066213
1724,-0.211724,0.146512
1725,0.071290,-0.029325
1726,-0.040090,0.011270
1727,0.020825,-0.176230
1728,-0.038210,-0.017550
1729,-0.032880,0.134793
1730,-0.079445,-0.064481
1731,0.043608,0.105917
1732,0.001907,0.181613
1733,0.012876,-0.187052
1734,0.013663,-0.054494
1735,0.162306,0.027537
1736,0.057707,-0.191600
1737,0.010258,0.275418
1738,0.303751,-0.117636
1739,0.180993,-0.111300
1740,-0.129645,0.034708
1741,0.002383,0.041043
1742,0.037714,-0.164511
1743,0.103796,-0.077931
1744,0.024968,0.035605
1745,-0.061367,-0.012167
1746,-0.000144,0.076200
1747,0.115304,0.146457
1748,0.111523,0.047323
1749,-0.036013,0.156444
1750,0.174202,-0.017550
1751,-0.062452,-0.029269
1752,-0.211446,0.146457
1753,0.093842,-0.007619
1754,0.128832,0.015819
1755,0.120196,0.158175
1756,-0.182261,-0.046427
1757,0.059399,0.082480
1758,0.016810,-0.109569
1759,-0.116421,-0.158175
1760,-0.134532,-0.121287
1761,0.113650,0.040988
1762,0.034366,-0.105020
1763,-0.091511,0.017606
1764,0.082857,-0.151895
1765,-0.080569,0.029269
1766,0.015442,-0.046427
1767,0.057756,0.205050
1768,0.159912,-0.070761
1769,-0.036199,-0.015819
1770,0.019806,0.059042
1771,-0.033951,0.124806
1772,0.104438,0.031056
1773,0.092376,0.017606
1774,0.138602,0.181613
1775,0.163276,-0.046427
1776,0.208324,-0.017550
1777,0.022952,0.005887
1778,-0.113213,-0.124806
1779,-0.092703,-0.099582
1780,-0.036220,0.134793
1781,-0.056536,0.066213
1782,-0.084586,0.040988
1783,-0.029360,-0.181613
1784,-0.142135,0.022989
1785,0.006181,-0.042775
1786,0.003668,0.054494
1787,0.064053,-0.141073
1788,-0.049971,-0.253713
1789,-0.092977,-0.136525
1790,-0.153159,0.076144
1791,0.114736,-0.101369
1792,-0.161374,-0.054494
1793,-0.165523,0.017606
1794,0.063576,-0.152792
1795,-0.186010,-0.058145
1796,0.061499,0.111300
1797,0.102496,0.074412
1798,0.015603,0.134793
1799,-0.111043,-0.035605
1800,-0.149177,0.171681
1801,-0.083271,-0.076200
1802,-0.137819,0.046427
1803,-0.110014,0.047323
1804,0.044080,0.000448
1805,-0.064660,0.123075
1806,0.000886,-0.011270
1807,-0.094609,-0.034708
1808,-0.037922,0.041043
1809,0.025933,0.040988
1810,-0.195394,-0.062694
1811,-0.015931,-0.123019
1812,-0.161841,0.240262
1813,-0.016561,-0.064481
1814,-0.030899,-0.216825
1815,0.005655,0.181668
1816,0.035051,0.031056
1817,-0.033634,-0.158175
1818,-0.086237,0.046427
1819,0.031156,0.099582
1820,-0.118782,0.066213
1821,0.143587,-0.070761
1822,-0.045150,-0.116739
1823,-0.002255,-0.094198
1824,-0.043778,0.017550
1825,-0.053746,-0.027537
1826,0.043178,0.076200
1827,-0.041260,0.134738
1828,-0.090948,0.176230
1829,0.061588,0.012167
1830,0.036621,0.077931
1831,0.025112,-0.023886
1832,-0.033035,0.117636
1833,-0.142653,0.082480
1834,-0.066627,-0.123075
1835,0.133121,0.005832
1836,-0.030597,0.039256
1837,-0.089297,-0.081583
1838,0.091693,-0.017550
1839,-0.043423,-0.086131
1840,0.085371,-0.093302
1841,-0.149705,0.269083
1842,-0.250167,-0.105020
1843,0.046590,-0.042775
1844,-0.085832,-0.077931
1845,-0.078045,-0.077931
1846,0.041686,-0.035605
1847,0.086282,-0.121287
1848,-0.069130,0.086131
1849,-0.161751,0.117636
1850,-0.047273,0.035605
1851,-0.015339,0.011270
1852,0.020556,-0.105020
1853,0.037902,-0.005832
1854,0.031694,0.183400
1855,0.078552,0.062694
1856,0.108671,-0.099582
1857,0.016784,-0.062694
1858,-0.019199,0.136525
1859,0.131132,0.017606
1860,-0.002873,-0.081583
1861,-0.069783,0.176230
1862,-0.139893,0.035605
1863,0.011598,0.124806
1864,-0.004813,-0.052707
1865,-0.155230,-0.058145
1866,-0.222827,-0.069864
1867,-0.016170,-0.069864
1868,-0.049187,0.029269
1869,-0.204929,-0.074412
1870,-0.060725,0.171681
1871,0.069728,-0.040988
1872,0.021709,0.005832
1873,0.031257,-0.129355
1874,0.092046,0.086131
1875,-0.143997,-0.041043
1876,0.109461,0.158231
1877,-0.065736,0.040988
1878,-0.123647,0.007619
1879,0.136054,-0.187052
1880,-0.078235,-0.027537
1881,-0.080191,0.206838
1882,0.099714,-0.163614
1883,0.012770,0.047323
1884,-0.111249,0.146512
1885,0.039642,0.094198
1886,0.057620,-0.129355
1887,-0.157281,0.163614
1888,-0.105929,-0.152792
1889,-0.046814,-0.042775
1890,0.200336,-0.159963
1891,0.066525,0.042775
1892,-0.240614,-0.210489
1893,0.091321,0.059042
1894,-0.055181,-0.148244
1895,-0.023303,-0.004100
1896,0.079500,0.159963
1897,-0.054638,-0.046427
1898,-0.045055,0.099582
1899,-0.004793,0.027537
1900,-0.056767,0.011270
1901,0.068846,-0.042775
1902,0.154825,0.146512
1903,0.082390,0.099582
1904,-0.104159,0.019338
1905,0.005852,0.263700
1906,-0.156913,0.246542
1907,-0.084283,0.004100
1908,0.083773,-0.087918
1909,-0.135623,-0.062694
1910,-0.008341,-0.031056
1911,-0.036659,0.034708
1912,-0.126373,0.140177
1913,-0.358309,-0.228488
1914,-0.031056,-0.111356
1915,-0.075332,0.004100
1916,0.058717,0.027537
1917,0.087908,-0.140177
1918,0.077863,-0.081583
1919,-0.138282,-0.101369
1920,-0.022384,0.099582
1921,-0.072759,-0.022989
1922,0.030717,0.124806
1923,0.088594,-0.019338
1924,-0.037255,0.146512
1925,0.060574,-0.022989
1926,-0.091714,0.022989
1927,-0.017576,0.081583
1928,-0.005274,-0.111300
1929,0.090013,-0.086131
1930,-0.086251,0.015819
1931,-0.083087,0.064425
1932,-0.198309,0.105020
1933,-0.059933,0.250194
1934,0.008213,-0.000448
1935,0.047793,0.029325
1936,-0.046047,0.015819
1937,-0.091801,0.015819
1938,-0.055410,-0.086131
1939,-0.100642,-0.089650
1940,0.122888,0.047323
1941,-0.083333,0.087863
1942,-0.086219,0.193332
1943,-0.087033,0.052707
1944,0.224822,0.158231
1945,-0.025739,-0.005832
1946,-0.060128,-0.087918
1947,-0.106853,-0.392550
1948,0.112041,-0.146457
1949,-0.096888,0.000448
1950,-0.084789,0.168162
1951,-0.028876,0.054494
1952,-0.062442,-0.181668
1953,-0.106496,0.039256
1954,-0.049370,0.054494
1955,-0.086199,-0.064425
1956,-0.089323,-0.023886
1957,-0.334600,0.175333
1958,0.056007,0.000448
1959,0.006458,0.029325
1960,0.012258,-0.069864
1961,0.075407,0.069864
1962,0.059232,-0.012167
1963,-0.109365,-0.124806
1964,0.050197,0.004100
1965,-0.192438,-0.046427
1966,-0.165840,-0.000448
1967,-0.122976,0.109569
1968,0.116223,0.066213
1969,-0.065065,-0.054494
1970,0.005649,-0.105020
1971,0.088616,0.023886
1972,-0.179771,0.023886
1973,0.074372,0.031056
1974,0.116122,-0.022989
1975,-0.035097,0.052707
1976,-0.155626,0.054494
1977,-0.069103,0.004100
1978,-0.039514,0.007619
1979,0.073087,0.121287
1980,-0.063433,0.176230
1981,-0.105512,0.099582
1982,-0.075470,0.031056
1983,-0.137760,-0.011270
1984,-0.109483,0.121287
1985,-0.039711,-0.064425
1986,-0.037291,0.034708
1987,-0.107419,-0.077931
1988,0.044121,-0.000448
1989,0.031247,0.027537
1990,0.086005,-0.046427
1991,-0.100556,-0.023886
1992,-0.132524,0.146512
1993,-0.157240,0.041043
1994,0.146816,0.034708
1995,0.092416,0.087863
1996,-0.023131,-0.128458
1997,-0.091634,0.169894
1998,0.093138,-0.074412
1999,0.116544,0.074412
